movieCd,movieNm,audiAcc,scrnCnt,audiChange,salesInten,rankInten,salesAcc,openDt,salesShare,rnum,salesChange,showCnt,rankOldAndNew,audiCnt,audiInten,rank,salesAmt
20192151,미드소마,45707,388,8506.1,417380480,37,427369480,2019-07-11,1.1,10,8356.8,2697,OLD,45182,44657,10,422374980
